iter	RMSE
199	359490.8877
200	359338.9684
201	359163.1271
202	358991.4556
203	358799.1637
204	358596.2631
205	358444.3295
206	358089.705
207	357994.6132
208	357747.6414
209	357451.0906
210	357302.7188
211	356996.4831
212	356692.2956
213	356536.3127
214	356291.043
215	356127.0424
216	355864.1573
217	355694.9821
218	355594.2794
219	355393.7427
220	355214.2032
221	355119.8284
222	355057.8213
223	354690.7264
224	354605.392
225	354257.5594
226	354121.4037
227	353872.3241
228	353778.9054
229	353512.3218
230	353399.5977
231	353230.0516
232	353081.5757
233	352913.4233
234	352801.7116
235	352730.2582
236	352475.7157
237	352194.8023
238	352062.7275
239	351915.1267
240	351652.502
241	351543.5862
242	351461.8709
243	351404.3567
244	351225.9053
245	351121.1644
246	350919.1919
247	350803.8883
248	350681.6659
249	350567.1979
250	350435.2086
251	350120.232
252	349969.4173
253	349876.8557
254	349763.2476
255	349576.6827
256	349506.5856
257	349067.7846
258	348852.1121
259	348749.0223
260	348653.8266
261	348498.9104
262	348361.4242
263	348176.2427
264	348149.5174
265	348073.5938
266	347957.1882
267	347872.5969
268	347729.9218
269	347626.5661
270	347469.9965
271	347380.0996
272	347224.1949
273	347104.1485
274	346760.5468
275	346535.4034
276	346338.5283
277	346247.8214
278	346131.6591
279	346100.9228
280	345985.3653
281	345863.8019
282	345769.2868
283	345594.1093
284	345470.3281
285	345347.5317
286	345202.2206
287	345152.6624
288	345003.0387
289	344860.7951
290	344655.4098
291	344565.1693
292	344516.926
293	344421.2136
294	344155.9524
295	343962.1961
296	343775.6101
297	343704.2186
298	343627.2351
299	343383.0252
300	343057.6441
301	343037.1044
302	342855.217
303	342646.6121
304	342238.7958
305	342128.8963
306	341949.2041
307	341833.3592
308	341717.5538
309	341600.5642
310	341500.9064
311	341347.1462
312	341153.7153
313	340960.0575
314	340790.7748
315	340609.0211
316	340490.362
317	340146.0267
318	339989.8078
319	339846.884
320	339764.6164
321	339696.3134
322	339563.9277
323	339272.5362
324	339114.5743
325	338949.35
326	338819.5052
327	338515.183
328	338438.3995
329	338368.5064
330	338253.6001
331	338145.0065
332	338066.4135
333	337953.2864
334	337768.5689
335	337701.379
336	337413.8551
337	337375.5562
338	337288.5223
339	337230.2183
340	337140.0161
341	336973.452
342	336805.4659
343	336649.3331
344	336521.0007
345	336400.4456
346	336304.4355
347	336192.119
348	336111.4721
349	335924.8433
350	335804.1803
351	335710.7564
352	335584.7517
353	335512.6977
354	335247.7875
355	335105.1149
356	335029.2218
357	334875.7547
358	334711.5928
359	334680.1019
360	334616.1398
361	334398.9407
362	334256.9775
363	334159.1429
364	333903.9916
365	333781.991
366	333706.1264
367	333496.2928
368	333382.3376
369	333312.8513
370	333281.5919
371	333128.1866
372	332986.0847
373	332905.0068
374	332794.4973
375	332647.8199
376	332343.7748
377	332211.4531
378	332068.8145
379	331928.4313
380	331806.6264
381	331706.3609
382	331640.7524
383	331507.6564
384	331419.2055
385	331272.2307
386	331190.2305
387	331112.834
388	331022.3583
389	330954.6276
390	330809.327
391	330602.7293
392	330478.0292
393	330353.0043
394	330289.1558
395	330199.5511
396	330122.2857
397	329946.5403
398	329864.089
399	329840.5155
400	329757.9364
401	329632.6205
402	329395.7508
403	329320.9918
404	329249.844
405	329155.1939
406	329076.0131
407	329012.848
408	328893.012
409	328786.0098
410	328717.802
411	328611.3498
412	328519.6337
413	328460.9094
414	328240.6506
415	328198.0844
416	328018.391
417	327938.1466
418	327889.0179
419	327816.3873
420	327743.9035
421	327518.3178
422	327427.4105
423	327367.0693
424	327295.1891
425	327232.184
426	327147.5999
427	326989.8581
428	326886.4977
429	326778.2478
430	326710.7468
431	326637.5342
432	326518.1738
433	326446.0031
434	326310.9991
435	326242.968
436	326182.3623
437	326067.0906
438	326025.8045
439	325870.7646
440	325754.5114
441	325704.113
442	325625.8171
443	325528.9517
444	325336.9971
445	325268.6944
446	325206.3954
447	325001.3899
448	324877.3538
449	324648.9775
450	324589.8696
451	324490.1447
452	324410.7176
453	324219.4874
454	324133.8439
455	324021.6362
456	323825.6533
457	323732.5908
458	323683.2823
459	323509.1975
460	323432.5272
461	323391.8945
462	323291.1096
463	323248.7209
464	323070.7773
465	323046.2876
466	322868.4246
467	322831.7713
468	322621.3503
469	322568.1446
470	322498.1305
471	322412.9491
472	322349.3163
473	322323.4014
474	322263.2327
475	322106.1767
476	322006.1846
477	321826.5458
478	321748.6138
479	321700.3147
480	321545.2878
481	321487.1508
482	321264.4014
483	321167.9844
484	321113.8657
485	320964.917
486	320897.972
487	320837.6603
488	320698.2429
489	320637.2012
490	320566.3672
491	320405.638
492	320330.2567
493	320147.4915
494	320033.8682
495	319921.264
496	319800.5168
497	319738.2029
498	319658.0786
499	319586.1138
500	319440.2532
501	319379.4416
502	319319.4281
503	319204.5798
504	319134.1239
505	319052.7011
506	318995.896
507	318789.8769
508	318734.7128
509	318648.6597
510	318562.7257
511	318480.0947
512	318311.4844
513	318161.4501
514	318102.8256
515	318005.2279
516	317909.3928
517	317817.4185
518	317731.0602
519	317593.3589
520	317533.3797
521	317513.3427
522	317411.9157
523	317365.2145
524	317301.8975
525	317257.6887
526	317211.8202
527	317122.7482
528	317051.4343
529	316950.0983
530	316873.8539
531	316820.3964
532	316740.0834
533	316671.5732
534	316516.4621
535	316425.3243
536	316321.9371
537	316224.155
538	316158.4559
539	316074.9818
540	316020.4168
541	315938.7851
542	315822.8734
543	315660.6065
544	315616.6448
545	315542.8616
546	315489.9658
547	315339.1506
548	315160.034
549	315072.5197
550	315001.6488
551	314941.3057
552	314884.7296
553	314755.311
554	314575.8224
555	314446.8405
556	314325.062
557	314103.9581
558	314043.5334
559	314013.7164
560	313926.4465
561	313757.7232
562	313695.5205
563	313663.9722
564	313593.8239
565	313547.0401
566	313486.6637
567	313431.5112
568	313304.0411
569	313201.225
570	313116.1127
571	313023.485
572	312960.155
573	312919.3076
574	312842.1655
575	312614.3952
576	312504.6133
577	312438.4482
578	312406.4373
579	312335.3109
580	312269.2555
581	312109.7668
582	312032.895
583	311995.308
584	311939.6603
585	311797.3695
586	311719.6543
587	311666.1616
588	311542.4016
589	311501.0365
590	311416.7656
591	311343.3387
592	311268.2621
593	311159.1084
594	311102.5607
595	310969.9635
596	310916.697
597	310851.7625
598	310803.912
599	310730.5474
600	310589.7146
601	310504.2891
602	310427.578
603	310299.0783
604	310245.928
605	310181.7326
606	310123.1536
607	310055.3186
608	310013.0568
609	309944.5
610	309883.327
611	309806.5731
612	309701.8291
613	309661.8323
614	309581.2425
615	309518.3528
616	309413.7944
617	309363.9795
618	309200.7521
619	309130.4307
620	309069.9188
621	309007.0465
622	308879.734
623	308775.786
624	308726.1912
625	308641.5969
626	308536.9388
627	308476.3345
628	308371.7925
629	308337.6459
630	308243.086
631	308223.6747
632	308163.8929
633	308068.0933
634	308017.9494
635	307950.7959
636	307903.9014
637	307826.6226
638	307755.7896
639	307694.7587
640	307671.2784
641	307548.0759
642	307523.7401
643	307410.8459
644	307355.9438
645	307316.8201
646	307261.1033
647	307188.5781
648	307099.1486
649	307034.7622
650	306971.8561
651	306792.4455
652	306722.4775
653	306616.1454
654	306556.0025
655	306525.0282
656	306474.2327
657	306352.2169
658	306257.7353
659	306205.314
660	306154.0533
661	306086.8645
662	306047.8604
663	306001.2319
664	305957.3199
665	305933.4274
666	305788.1183
667	305734.377
668	305697.5945
669	305632.6103
670	305565.9051
671	305452.8465
672	305413.996
673	305274.1484
674	305195.1891
675	305156.5687
676	305045.3419
677	304920.5181
678	304871.9876
679	304777.1132
680	304722.0738
681	304674.5851
682	304619.1921
683	304529.8026
684	304490.2398
685	304438.3311
686	304418.6393
687	304376.7309
688	304324.1629
689	304255.4689
690	304175.6022
691	304123.3575
692	304055.6188
693	304008.1114
694	303939.2252
695	303870.6085
696	303775.231
697	303713.1748
698	303666.2328
699	303592.3102
700	303535.1192
701	303499.2028
702	303427.7635
703	303370.8875
704	303315.1996
705	303229.2323
706	303189.3924
707	303157.3746
708	303108.8197
709	303074.5532
710	302949.9927
711	302850.882
712	302763.701
713	302638.1927
714	302597.461
715	302497.9954
716	302454.093
717	302409.8323
718	302239.676
719	302213.3323
720	302168.0002
721	302123.8386
722	302060.2109
723	301992.7053
724	301942.7902
725	301841.7831
726	301797.0525
727	301730.1339
728	301673.869
729	301612.9789
730	301518.4488
731	301492.9493
732	301468.3917
733	301422.0373
734	301398.2228
735	301354.5715
736	301188.7806
737	301142.6402
738	301100.1572
739	301033.6743
740	300978.0031
741	300943.2874
742	300925.7411
743	300861.7754
744	300804.1429
745	300739.8826
746	300691.6205
747	300649.8227
748	300587.2552
749	300515.7882
750	300470.465
751	300319.0903
752	300201.1306
753	300136.8205
754	300072.6505
755	300034.9887
756	299924.3763
757	299852.4414
758	299820.4961
759	299768.6641
760	299742.8227
761	299706.3968
762	299648.1522
763	299597.0175
764	299533.5667
765	299461.1971
766	299370.0583
767	299287.8211
768	299206.6462
769	299105.2876
770	299025.4045
771	298972.1149
772	298947.2958
773	298896.401
774	298848.8206
775	298775.9366
776	298745.6098
777	298671.1164
778	298611.2074
779	298527.5652
780	298406.7997
781	298340.9223
782	298306.8841
783	298233.3681
784	298177.6135
785	298101.3974
786	298047.4229
787	297957.2605
788	297866.4308
789	297825.2499
790	297767.3367
791	297737.7542
792	297715.3906
793	297655.8494
794	297531.3011
795	297488.8172
796	297460.2336
797	297405.5869
798	297313.8275
799	297250.2156
800	297213.2803
801	297150.5062
802	297116.9903
803	296994.7428
804	296972.0226
805	296888.9637
806	296863.403
807	296825.8585
808	296786.0635
809	296739.6749
810	296591.3177
811	296480.8431
812	296362.3872
813	296303.0537
814	296223.7771
815	296159.8384
816	296092.4361
817	296063.3971
818	295981.6949
819	295846.6184
820	295781.9943
821	295715.035
822	295616.4741
823	295563.8685
824	295534.388
825	295418.783
826	295380.9939
827	295240.2236
828	295175.1513
829	295127.0636
830	295072.4335
831	295039.3894
832	294912.5845
833	294862.763
834	294803.4004
835	294728.1825
836	294699.2853
837	294655.7559
838	294597.1535
839	294513.0596
840	294482.4623
841	294424.3038
842	294401.9019
843	294344.0442
844	294303.2228
845	294249.1674
846	294209.6004
847	294111.3685
848	294087.6213
849	293983.1354
850	293964.1568
851	293905.232
852	293789.3153
853	293751.5548
854	293703.7051
855	293656.1115
856	293561.3895
857	293505.1746
858	293468.7639
859	293436.8119
860	293383.5857
861	293337.424
862	293322.1634
863	293271.8704
864	293188.4214
865	293154.2451
866	293087.0824
867	293042.9381
868	293013.6192
869	292944.3538
870	292912.0674
871	292850.5683
872	292809.1529
873	292701.1555
874	292653.8535
875	292555.6623
876	292514.8822
877	292479.1893
878	292455.7677
879	292331.3436
880	292297.5423
881	292241.806
882	292207.4976
883	292186.5804
884	292155.5822
885	292069.5887
886	292017.9105
887	291935.9447
888	291867.6239
889	291847.6792
890	291801.0643
891	291765.007
892	291723.7919
893	291616.3217
894	291505.85
895	291478.5734
896	291444.9271
897	291391.5343
898	291345.3487
899	291328.3282
900	291267.2359
901	291181.8552
902	291135.0715
903	291075.3383
904	291041.9881
905	290994.648
906	290933.6382
907	290892.6467
908	290843.9371
909	290775.699
910	290692.2307
911	290596.6424
912	290577.5598
913	290536.4549
914	290407.5213
915	290345.3547
916	290294.9747
917	290244.3492
918	290183.7502
919	290107.0053
920	290069.8171
921	290033.59
922	289965.9779
923	289927.8122
924	289898.4166
925	289862.5604
926	289834.1073
927	289772.2113
928	289719.8429
929	289663.6469
930	289625.1541
931	289535.3635
932	289479.0242
933	289418.054
934	289405.6869
935	289360.7772
936	289305.1141
937	289266.3893
938	289236.9021
939	289204.2593
940	289165.5358
941	289111.8473
942	289092.8288
943	289045.0376
944	288991.2169
945	288955.9282
946	288925.2223
947	288860.4379
948	288794.7438
949	288714.0539
950	288680.5264
951	288588.9906
952	288566.867
953	288472.1818
954	288397.6839
955	288342.4669
956	288300.4757
957	288187.4943
958	288138.5107
959	288085.099
960	287998.2496
961	287906.7133
962	287857.7078
963	287785.884
964	287749.7131
965	287715.6406
966	287694.75
967	287643.5148
968	287622.3343
969	287591.2584
970	287576.2361
971	287497.5544
972	287460.4345
973	287410.2646
974	287397.6753
975	287313.4805
976	287247.0781
977	287186.3447
978	287117.0546
979	287091.9769
980	287039.6307
981	286963.7585
982	286912.5508
983	286895.9763
984	286851.5036
985	286820.4448
986	286770.8369
987	286749.6055
988	286724.2708
989	286687.5737
990	286656.7599
991	286593.4407
992	286568.7032
993	286523.5834
994	286484.5749
995	286468.5402
996	286456.9488
997	286408.5766
998	286365.9726
999	286304.7612
